"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,9
"GM",5,7,0,210
"Tolerant",19,219,0,2210
"Vulnerable",5,111,1,11053
"Unclassified",138,852,9,49650
