"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",227,131,176,31,2916
"GM",373,251130,367879,10402,31985
"Tolerant",216,456598,70960,45576,15650
"Vulnerable",415,6934,30656,27380,3391
"Unclassified",64,9419,2993,5914,161504
