"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,2,0,1
"GM",30210,484777,101,6731
"Tolerant",527506,316960,387,8763
"Vulnerable",99,403,2464,3591
"Unclassified",6568,19216,2250,72515
