"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,0,0,0
"GM",2093,418,253,1207
"Tolerant",712,79,62,525
"Vulnerable",102,18,663,8688
"Unclassified",728,205,699,69146
