"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,14
"GM",1974,274,27,148
"Tolerant",92,207,23,78
"Vulnerable",208,22,7823,1717
"Unclassified",67,26,841,18260
