"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,10,8,11,7
"GM",842,19807,96664,8009,4790
"Tolerant",1943,101739,105705,23216,9796
"Vulnerable",959,8275,40542,101610,33413
"Unclassified",62,3182,9107,12073,158651
