"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",177,229,86,17
"GM",90046,497694,3535,19697
"Tolerant",557137,57597,4572,14770
"Vulnerable",3952,3843,50848,48439
"Unclassified",25230,11188,42842,216946
