"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,1,9,32
"GM",0,0,0,6
"Tolerant",6,34,7,20
"Vulnerable",2,3,273,235
"Unclassified",0,22,200,927
