"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3156,52,9145,51,7386
"GM",241,800,9765,236,407
"Tolerant",7591,7696,101453,850,16755
"Vulnerable",229,0,245,77,1274
"Unclassified",12094,497,36275,889,179916
