"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,5,1,0
"GM",41446,8360,2862,5934
"Tolerant",6376,1542,964,877
"Vulnerable",3130,1053,118588,51629
"Unclassified",7579,2303,110772,108719
