"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",31,7,16,416
"GM",2,7,1,163
"Tolerant",4,16,8,279
"Vulnerable",25,6,65,380
"Unclassified",197,39,185,2894
