"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,4
"GM",1700,1380,199,538
"Tolerant",1358,765,168,480
"Vulnerable",70,217,15711,25773
"Unclassified",407,568,31711,45248
