"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"GM",0,1156,786,82,222
"Tolerant",0,1350,826,105,254
"Vulnerable",0,167,27,1902,3611
"Unclassified",4,1144,1132,39682,73847
