"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",32270,11067,18503,17485
"Tolerant",16086,18484,47978,242
"Vulnerable",34226,41357,130527,9954
"Unclassified",26043,331,7333,170330
