"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,1,0,34
"GM",0,2,0,2
"Tolerant",6,18,15,563
"Vulnerable",0,57,777,526
"Unclassified",117,2446,4244,9374
