"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",20465,19559,4667,3461
"GM",0,223,1,0
"Tolerant",17001,72235,21715,4758
"Vulnerable",5059,25674,160029,76798
"Unclassified",7265,5474,15256,184268
