"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",26067,18791,3700,1232
"Tolerant",22849,70937,27450,1929
"Vulnerable",5581,20124,145259,30704
"Unclassified",4570,3689,17647,243379
