"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2859,299,1153,5914,9401
"GM",893,2343,10231,3080,4651
"Tolerant",2518,9684,19397,9492,13794
"Vulnerable",6774,1010,5608,49003,34980
"Unclassified",31600,4826,22260,111074,133641
