"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",613,10521,1382,2532
"Tolerant",8774,138212,39151,13000
"Vulnerable",1215,22535,66620,34250
"Unclassified",3997,18273,40023,120894
