"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,2,0,3
"GM",48361,465993,414,12547
"Tolerant",446109,201249,1882,11093
"Vulnerable",364,2436,8731,6872
"Unclassified",6897,19187,5671,92349
