"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",9,5,1,47
"GM",28881,468197,1251,28091
"Tolerant",479328,138489,1282,35297
"Vulnerable",66,119,1082,520
"Unclassified",28523,36004,8513,74456
