"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",37,0,7,92,54
"GM",0,0,0,2,0
"Tolerant",16,0,1904,1090,401
"Vulnerable",209,2,167,15550,626
"Unclassified",57,5,105,44685,46891
