"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,25,3,8,610
"GM",246,27744,15999,852,20703
"Tolerant",56,18239,1035,433,10923
"Vulnerable",48,1383,140,459,7450
"Unclassified",335,3328,1159,2009,58810
