"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",405,213,578,199,352
"GM",1130,10285,68571,2977,1545
"Tolerant",5696,81735,180630,23894,5962
"Vulnerable",635,3986,28420,41307,9284
"Unclassified",244,2361,6363,3628,105072
