"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4333,8893,2711,1302,2975
"GM",11853,248961,92589,51599,7448
"Tolerant",2133,34356,12249,4898,884
"Vulnerable",1517,31863,9576,21852,6541
"Unclassified",1326,4937,1059,2008,98411
