"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",26,29,6,56
"GM",40900,223727,1190,5355
"Tolerant",241089,69966,1556,5203
"Vulnerable",1067,1203,8522,3268
"Unclassified",8964,7388,6303,66092
