"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",18265,97625,13383,6682
"Tolerant",99106,147876,15690,8808
"Vulnerable",15223,18269,232261,30256
"Unclassified",13959,8580,48762,302149
