"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",75,261,118,49
"GM",0,0,1,0
"Tolerant",53,715,135,28
"Vulnerable",84,160,6252,416
"Unclassified",221,104,1587,15045
