"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,0,11,19,27
"GM",0,4,10,3,19
"Tolerant",9,5,310,104,59
"Vulnerable",21,5,103,2867,1700
"Unclassified",46,16,195,990,10642
