"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5446,1498,433,2766,11519
"GM",2377,20505,3140,8655,3186
"Tolerant",565,2198,1149,1967,1504
"Vulnerable",1671,2433,1058,4585,6682
"Unclassified",8485,2130,983,8478,49447
