"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",22,60,39,1,2
"GM",397,29793,466902,1159,1581
"Tolerant",314,468333,68265,411,1226
"Vulnerable",13,219,555,1238,1290
"Unclassified",309,6284,8029,2404,68116
