"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",44735,22097,21201,69,72929
"GM",14621,291951,143106,332,26920
"Tolerant",24759,161586,56544,306,18029
"Vulnerable",150,608,276,1,242
"Unclassified",56141,41640,16531,379,310229
