"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,5
"GM",323,756,4,1202
"Tolerant",1646,190,15,768
"Vulnerable",417,155,145,42573
"Unclassified",1871,730,401,111164
