"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",7689,21982,4918,359
"Tolerant",22207,109235,66407,1923
"Vulnerable",16155,54882,385581,10770
"Unclassified",842,1481,12184,212795
