"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,9
"GM",0,0,0,1
"Tolerant",0,0,0,6
"Vulnerable",1,0,3,19
"Unclassified",105,18,253,372
