"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",5869,36592,178,1095
"Tolerant",26621,118509,482,7588
"Vulnerable",92,1674,63557,4489
"Unclassified",897,13576,2969,126793
