"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",23,91,190,91,328
"GM",220,11861,233962,6827,2425
"Tolerant",1307,216843,265247,20551,4581
"Vulnerable",300,3115,17413,57068,10176
"Unclassified",336,3332,5374,8097,145904
