"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1122,82,11378,22,17504
"GM",17,779,1397,23,193
"Tolerant",4094,6118,397721,2417,102827
"Vulnerable",8,40,778,1061,1307
"Unclassified",3760,267,23587,57,57459
