"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,2,0,5
"GM",26973,403051,471,23521
"Tolerant",396678,59566,842,26234
"Vulnerable",354,278,5471,5042
"Unclassified",26472,26653,6062,149129
