"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",22925,3045,3164,930,42746
"GM",2501,15469,9668,744,2072
"Tolerant",709,7503,2814,975,2302
"Vulnerable",447,1133,63,5267,5807
"Unclassified",25525,2298,2731,3861,155200
