"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",9,82,494,1528
"GM",0,8,2,8
"Tolerant",378,8159,8182,9622
"Vulnerable",375,8810,47318,72240
"Unclassified",882,8957,38047,170623
