"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,9,1,30
"GM",9283,1050,77,785
"Tolerant",282,1897,36,755
"Vulnerable",744,207,2713,7617
"Unclassified",3156,946,4833,84484
