"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,3,216,220
"GM",0,0,0,0,1
"Tolerant",0,0,154,411,769
"Vulnerable",1,5,2961,155764,22677
"Unclassified",0,0,438,14568,183145
