"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",186,112,400,2243
"Tolerant",152,3020,6112,4998
"Vulnerable",71,3457,37428,12318
"Unclassified",1480,1868,8168,18249
