"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,9,2,1
"GM",27393,280912,2489,5991
"Tolerant",278918,63064,5101,4463
"Vulnerable",7172,10564,119446,30349
"Unclassified",22471,27987,46661,76777
