"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,2,0,3
"GM",6069,1727,0,2879
"Tolerant",2427,1280,1,1682
"Vulnerable",0,1,0,3
"Unclassified",4905,2402,147,154072
