"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",584,11089,36,7628
"GM",0,2,0,0
"Tolerant",2376,207771,505,39182
"Vulnerable",2,945,3730,1386
"Unclassified",4499,29200,762,106892
