"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",8,236,4770,4302
"GM",0,0,0,46
"Tolerant",11,792,1429,3377
"Vulnerable",321,82,19461,14455
"Unclassified",117,847,6492,77857
