"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",216,2,83,586,1625
"Tolerant",0,0,1533,93,1095
"Vulnerable",178,0,16,18178,21762
"Unclassified",645,208,380,15177,72826
