"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,140,213,8,32
"GM",95,44076,434902,5410,11650
"Tolerant",129,418933,231435,7778,17640
"Vulnerable",0,1824,4124,10941,776
"Unclassified",313,77201,100094,212209,42209
