"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,8,15,4
"GM",3293,588,387,807
"Tolerant",1290,267,181,510
"Vulnerable",625,149,42226,50030
"Unclassified",2417,300,72904,80519
