"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",11428,4146,5203,17189
"Tolerant",8312,30698,29822,18946
"Vulnerable",3001,25034,113474,21824
"Unclassified",9798,11072,16334,123915
