"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,1,1,20
"GM",9,117859,111404,541,15556
"Tolerant",1,129661,7246,124,5957
"Vulnerable",0,4,18,76,70
"Unclassified",63,42342,13089,56704,243411
