"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",39,1926,314,14,222
"GM",545,72898,34726,1862,4263
"Tolerant",467,44166,5272,161,2145
"Vulnerable",22,4364,156,23514,2558
"Unclassified",254,7834,4410,10649,283421
