"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1,88
"GM",3,41,89,14,594
"Tolerant",12,194,287,26,1374
"Vulnerable",2,34,11,974,4415
"Unclassified",1284,629,691,14334,87798
