"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"GM",1,547,185,75,201
"Tolerant",0,294,487,65,292
"Vulnerable",6,663,438,95176,40810
"Unclassified",1,539,474,34121,89933
