"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,0
"GM",0,1,2,6
"Tolerant",0,21,59,42
"Vulnerable",0,25,10958,7019
"Unclassified",13,112,16608,24467
