"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,17
"GM",0,0,0,1
"Tolerant",0,0,3,126
"Vulnerable",0,2,1766,10270
"Unclassified",1,15,1998,45136
