"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,19
"GM",0,0,1,37
"Tolerant",0,152,79,913
"Vulnerable",0,30,8896,13436
"Unclassified",1,120,6266,52905
