"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1762,563,957,3142
"Tolerant",1132,39592,23021,8503
"Vulnerable",4305,33647,68649,35804
"Unclassified",43314,19696,33160,141451
