"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,1,66,13,34
"GM",118,1272,13135,1430,111
"Tolerant",892,9163,44700,2977,1215
"Vulnerable",242,113,4731,13449,65392
"Unclassified",101,504,6894,2503,80833
