"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",54,777,1637,1289,282
"GM",230,45160,155592,15888,3653
"Tolerant",927,175308,205744,56196,8291
"Vulnerable",202,9222,52504,196625,30008
"Unclassified",369,6915,17794,31118,323258
