"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",5144,2151,5529,36055
"Tolerant",1075,159619,136604,24681
"Vulnerable",1141,136429,228998,56294
"Unclassified",3814,9011,20583,95064
