"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,79,411,8,670
"GM",142,9196,9019,39,8863
"Tolerant",4,12870,7974,103,10749
"Vulnerable",55,380,519,19075,69072
"Unclassified",11,426,508,1054,39055
